id	Gene	SYMBOL
255	FANCE	FANCE
255	FANCF	FANCF
255	FANCG	FANCG
255	FANCI	FANCI
255	FANCL	FANCL
255	GNAS	GNAS
255	KITLG	KITLG
255	MLH1	MLH1
255	MSH2	MSH2
255	MSH6	MSH6
255	NF1	NF1
255	PALB2	PALB2
255	PMS2	PMS2
255	PTPN11	PTPN11
255	RAF1	RAF1
255	SLX4	SLX4
255	SPRED1	SPRED1
255	POLA1	POLA1
255	RAD51C	RAD51C
255	ERCC4	ERCC4
255	FANCM	FANCM
255	MAP2K1	MAP2K1
255	UBE2T	UBE2T
258	ACTA1	ACTA1
258	ACTC1	ACTC1
258	ADAMTS10	ADAMTS10
258	ADAMTS15	ADAMTS15
258	ADCY6	ADCY6
258	ADGRG6	ADGRG6
258	ALG3	ALG3
258	ANTXR2	ANTXR2
258	ASCC1	ASCC1
258	ASXL1	ASXL1
258	ATP1A2	ATP1A2
258	B3GALNT2	B3GALNT2
258	B4GAT1	B4GAT1
258	BICD2	BICD2
258	CACNA1E	CACNA1E
258	CHAT	CHAT
258	CHRNA1	CHRNA1
258	CHRNB1	CHRNB1
258	CHRND	CHRND
258	CHRNE	CHRNE
258	CHRNG	CHRNG
258	CHST14	CHST14
258	CNTNAP1	CNTNAP1
258	COASY	COASY
258	COL12A1	COL12A1
258	COL25A1	COL25A1
258	COL6A1	COL6A1
258	COL6A2	COL6A2
258	COL6A3	COL6A3
258	COLQ	COLQ
258	CRLF1	CRLF1
258	DAG1	DAG1
258	DHCR24	DHCR24
258	DNM2	DNM2
258	DOK7	DOK7
258	DPAGT1	DPAGT1
258	DYNC1H1	DYNC1H1
258	EBP	EBP
258	ECEL1	ECEL1
258	ERBB3	ERBB3
258	ERCC5	ERCC5
258	ERCC6	ERCC6
258	ERCC8	ERCC8
258	ERGIC1	ERGIC1
258	EXOSC3	EXOSC3
258	FAM20C	FAM20C
258	FBN2	FBN2
258	FGFR2	FGFR2
258	FGFR3	FGFR3
258	FILIP1	FILIP1
258	FKBP10	FKBP10
258	FKRP	FKRP
258	FKTN	FKTN
258	FLNA	FLNA
258	FLNB	FLNB
258	FLNC	FLNC
258	GBA	GBA
258	GBE1	GBE1
258	GLDN	GLDN
258	GLE1	GLE1
258	GMPPB	GMPPB
258	HSPG2	HSPG2
258	IRF6	IRF6
258	ISPD	ISPD
258	KAT6B	KAT6B
258	KCNK3	KCNK3
258	KIAA1109	KIAA1109
258	KIDINS220	KIDINS220
258	KIF21A	KIF21A
258	KLHL40	KLHL40
258	KLHL41	KLHL41
258	KLHL7	KLHL7
258	LAMA2	LAMA2
258	LARGE1	LARGE1
258	LGI3	LGI3
258	LGI4	LGI4
258	LMOD3	LMOD3
258	LMX1B	LMX1B
258	MAGEL2	MAGEL2
258	MED12	MED12
258	MTM1	MTM1
258	MUSK	MUSK
258	MYBPC1	MYBPC1
258	MYH3	MYH3
258	MYH8	MYH8
258	MYMK	MYMK
258	NALCN	NALCN
258	NEB	NEB
258	NEK9	NEK9
258	ORAI1	ORAI1
258	PEX1	PEX1
258	PEX10	PEX10
258	PEX11B	PEX11B
258	PEX12	PEX12
258	PEX13	PEX13
258	PEX14	PEX14
258	PEX16	PEX16
258	PEX19	PEX19
258	PEX2	PEX2
258	PEX26	PEX26
258	PEX3	PEX3
258	PEX5	PEX5
258	PEX6	PEX6
258	PEX7	PEX7
258	PFKM	PFKM
258	PIEZO2	PIEZO2
258	PIP5K1C	PIP5K1C
258	PLOD1	PLOD1
258	PLOD2	PLOD2
258	POMGNT1	POMGNT1
258	POMGNT2	POMGNT2
258	POMK	POMK
258	POMT1	POMT1
258	POMT2	POMT2
258	POR	POR
258	PRG4	PRG4
258	RAPSN	RAPSN
258	RIPK4	RIPK4
258	RYR1	RYR1
258	SCARF2	SCARF2
258	SCN1A	SCN1A
258	SCN4A	SCN4A
258	SELENON	SELENON
258	SKI	SKI
258	SLC18A3	SLC18A3
258	SLC29A3	SLC29A3
258	SLC35A3	SLC35A3
258	SLC5A7	SLC5A7
258	SLC6A9	SLC6A9
258	SMAD3	SMAD3
258	SMAD4	SMAD4
258	SMN1	SMN1
258	SMPD4	SMPD4
258	STAC3	STAC3
258	STIM1	STIM1
258	SYNE1	SYNE1
258	TGFB2	TGFB2
258	TGFB3	TGFB3
258	TGFBR1	TGFBR1
258	TGFBR2	TGFBR2
258	TMEM5	TMEM5
258	TNNI2	TNNI2
258	TNNT1	TNNT1
258	TNNT3	TNNT3
258	TOR1A	TOR1A
258	TOR1AIP1	TOR1AIP1
258	TPM2	TPM2
258	TPM3	TPM3
258	TRPV4	TRPV4
258	TSEN54	TSEN54
258	TTN	TTN
258	UBA1	UBA1
258	VAMP1	VAMP1
258	VIPAS39	VIPAS39
258	VPS33B	VPS33B
258	ZC4H2	ZC4H2
258	ZMPSTE24	ZMPSTE24
258	ATAD1	ATAD1
258	CIAO1	CIAO1
258	CNTN1	CNTN1
258	DPM2	DPM2
258	MET	MET
258	MYLPF	MYLPF
258	MYOD1	MYOD1
258	NUP88	NUP88
258	SCYL2	SCYL2
258	SVIL	SVIL
258	TRIP4	TRIP4
258	ABHD5	ABHD5
258	ACADM	ACADM
258	ACADS	ACADS
258	ACADVL	ACADVL
258	ADSL	ADSL
258	AGL	AGL
258	AGRN	AGRN
258	AIMP1	AIMP1
258	ALG14	ALG14
258	ALG2	ALG2
258	ANO5	ANO5
258	ANXA3	ANXA3
258	ATP2A1	ATP2A1
258	BAG3	BAG3
258	BIN1	BIN1
258	C12orf65	C12orf65
258	CAMLG	CAMLG
258	CAPN3	CAPN3
258	CAV3	CAV3
258	CCDC47	CCDC47
258	CCDC78	CCDC78
258	CEP55	CEP55
258	CFL2	CFL2
258	CHCHD10	CHCHD10
258	CHKB	CHKB
258	CHMP1A	CHMP1A
258	CLCF1	CLCF1
258	COL4A1	COL4A1
258	COL4A2	COL4A2
258	COL9A3	COL9A3
258	CPT2	CPT2
258	CRYAB	CRYAB
258	CTDP1	CTDP1
258	CUL4B	CUL4B
258	DES	DES
258	DMD	DMD
258	DMPK	DMPK
258	DNAJB6	DNAJB6
258	DOLK	DOLK
258	DPM1	DPM1
258	DPM3	DPM3
258	DUX4	DUX4
258	DYSF	DYSF
258	EGR2	EGR2
258	EMD	EMD
258	ERCC1	ERCC1
258	ETFA	ETFA
258	ETFB	ETFB
258	ETFDH	ETFDH
258	EXOSC9	EXOSC9
258	FAM111B	FAM111B
258	FHL1	FHL1
258	FKBP14	FKBP14
258	GAA	GAA
258	GARS	GARS
258	GDAP1	GDAP1
258	GFER	GFER
258	GFM2	GFM2
258	GFPT1	GFPT1
258	GNE	GNE
258	GRN	GRN
258	HADH	HADH
258	HADHA	HADHA
258	HADHB	HADHB
258	HNRNPA1	HNRNPA1
258	HRAS	HRAS
258	IBA57	IBA57
258	IGHMBP2	IGHMBP2
258	ISCU	ISCU
258	ISLR2	ISLR2
258	ITGA7	ITGA7
258	KBTBD13	KBTBD13
258	KIF26B	KIF26B
258	KIF5C	KIF5C
258	L1CAM	L1CAM
258	LAMP2	LAMP2
258	LDB3	LDB3
258	LMNA	LMNA
258	LPIN1	LPIN1
258	MATR3	MATR3
258	MEGF10	MEGF10
258	MFN2	MFN2
258	MICU1	MICU1
258	MPZ	MPZ
258	MTMR1	MTMR1
258	MT-TL1	MT-TL1
258	MYF6	MYF6
258	MYH14	MYH14
258	MYH2	MYH2
258	MYH7	MYH7
258	MYL1	MYL1
258	MYO9A	MYO9A
258	MYOT	MYOT
258	NEFL	NEFL
258	PABPN1	PABPN1
258	PI4KA	PI4KA
258	PIGS	PIGS
258	PLEC	PLEC
258	PNPLA2	PNPLA2
258	POLG	POLG
258	PSD3	PSD3
258	PUS1	PUS1
258	PYGM	PYGM
258	RBCK1	RBCK1
258	RRM2B	RRM2B
258	SGCA	SGCA
258	SGCB	SGCB
258	SGCD	SGCD
258	SGCG	SGCG
258	SIL1	SIL1
258	SLC22A5	SLC22A5
258	SLC25A4	SLC25A4
258	SLC25A42	SLC25A42
258	SLC52A3	SLC52A3
258	SMCHD1	SMCHD1
258	STIM2	STIM2
258	SYNE2	SYNE2
258	SYT2	SYT2
258	TBCD	TBCD
258	TCAP	TCAP
258	TIA1	TIA1
258	TK2	TK2
258	TMEM43	TMEM43
258	TRIM32	TRIM32
258	TSEN2	TSEN2
258	TSEN34	TSEN34
258	UNC50	UNC50
258	UTRN	UTRN
258	VCP	VCP
258	VPS8	VPS8
258	YARS2	YARS2
258	ZNF335	ZNF335
259	ALK	ALK
259	APC	APC
259	ATM	ATM
259	BLM	BLM
259	BMPR1A	BMPR1A
259	BRAF	BRAF
259	BRCA1	BRCA1
259	BRCA2	BRCA2
259	BRIP1	BRIP1
259	BUB1B	BUB1B
259	CBL	CBL
259	CDKN1C	CDKN1C
259	DDB2	DDB2
259	DICER1	DICER1
259	DIS3L2	DIS3L2
259	ELP1	ELP1
259	ERCC1	ERCC1
259	ERCC2	ERCC2
259	ERCC3	ERCC3
259	ERCC4	ERCC4
259	ERCC5	ERCC5
259	FANCA	FANCA
259	FANCC	FANCC
259	FANCD2	FANCD2
259	FANCE	FANCE
259	FANCF	FANCF
259	FANCG	FANCG
259	FANCI	FANCI
259	FANCL	FANCL
259	GPR161	GPR161
259	HRAS	HRAS
259	KRAS	KRAS
259	MAP2K1	MAP2K1
259	MAP2K2	MAP2K2
259	MEN1	MEN1
259	MLH1	MLH1
259	MSH2	MSH2
259	MSH6	MSH6
259	NBN	NBN
259	NF1	NF1
259	NF2	NF2
259	NHP2	NHP2
259	NRAS	NRAS
259	PALB2	PALB2
259	PAX5	PAX5
259	PHOX2B	PHOX2B
259	PMS2	PMS2
259	PRKAR1A	PRKAR1A
259	PTCH1	PTCH1
259	PTEN	PTEN
259	PTPN11	PTPN11
259	RAF1	RAF1
259	RB1	RB1
259	RECQL4	RECQL4
259	RET	RET
259	SHOC2	SHOC2
259	SMAD4	SMAD4
259	SMARCA4	SMARCA4
259	SMARCB1	SMARCB1
259	SOS1	SOS1
259	STK11	STK11
259	SUFU	SUFU
259	TERT	TERT
259	TP53	TP53
259	TRIP13	TRIP13
259	TSC1	TSC1
259	TSC2	TSC2
259	VHL	VHL
259	WRN	WRN
259	WT1	WT1
259	XPA	XPA
259	XPC	XPC
259	EZH2	EZH2
259	FANCB	FANCB
259	FANCM	FANCM
259	GPC3	GPC3
259	NOP10	NOP10
259	NSD1	NSD1
259	PDGFRA	PDGFRA
259	RAD51C	RAD51C
259	REST	REST
259	SLX4	SLX4
259	SQSTM1	SQSTM1
259	TRIM37	TRIM37
259	SH2B3	SH2B3
260	ATP1A3	ATP1A3
260	DFNB59	DFNB59
260	OPA1	OPA1
260	OTOF	OTOF
260	DIAPH3	DIAPH3
260	ATP11A	ATP11A
260	CABP2	CABP2
260	TMEM43	TMEM43
262	BDNF	BDNF
263	ALS2	ALS2
263	ANG	ANG
263	DCTN1	DCTN1
263	FIG4	FIG4
263	FUS	FUS
263	HNRNPA1	HNRNPA1
263	KIF5A	KIF5A
263	NEK1	NEK1
263	OPTN	OPTN
263	PFN1	PFN1
263	SETX	SETX
263	SIGMAR1	SIGMAR1
263	SLC52A2	SLC52A2
263	SLC52A3	SLC52A3
263	SOD1	SOD1
263	SPAST	SPAST
263	TARDBP	TARDBP
263	TBK1	TBK1
263	TUBA4A	TUBA4A
263	UBQLN2	UBQLN2
263	VAPB	VAPB
263	VCP	VCP
263	NEFH	NEFH
263	AR	AR
263	ATXN2	ATXN2
263	C9orf72	C9orf72
263	CHCHD10	CHCHD10
263	CHMP2B	CHMP2B
263	ERBB4	ERBB4
263	GRN	GRN
263	HFE	HFE
263	SLC52A1	SLC52A1
263	UNC13A	UNC13A
263	VEGFA	VEGFA
263	ANXA11	ANXA11
263	MATR3	MATR3
263	SPG11	SPG11
263	SQSTM1	SQSTM1
265	APP	APP
265	CHMP2B	CHMP2B
265	CSF1R	CSF1R
265	DNAJC5	DNAJC5
265	DNMT1	DNMT1
265	EPM2A	EPM2A
265	GRN	GRN
265	ITM2B	ITM2B
265	MAPT	MAPT
265	NHLRC1	NHLRC1
265	NOTCH3	NOTCH3
265	PRNP	PRNP
265	PSEN1	PSEN1
265	PSEN2	PSEN2
265	TARDBP	TARDBP
265	TBK1	TBK1
265	TYROBP	TYROBP
265	UBQLN2	UBQLN2
265	VCP	VCP
265	XK	XK
265	ATN1	ATN1
265	C9orf72	C9orf72
265	CHCHD10	CHCHD10
265	DCTN1	DCTN1
265	FUS	FUS
265	GBA	GBA
265	HNRNPA1	HNRNPA1
265	HTRA1	HTRA1
265	JPH3	JPH3
265	SNCA	SNCA
265	SNCB	SNCB
265	TREM2	TREM2
265	PPIA	PPIA
267	ACADM	ACADM
267	ACADVL	ACADVL
267	ALDH18A1	ALDH18A1
267	ARG1	ARG1
267	ASL	ASL
267	ASS1	ASS1
267	AUH	AUH
267	BCKDHA	BCKDHA
267	BCKDHB	BCKDHB
267	CA5A	CA5A
267	CPS1	CPS1
267	CPT1A	CPT1A
267	CPT2	CPT2
267	DBT	DBT
267	ETFA	ETFA
267	ETFB	ETFB
267	ETFDH	ETFDH
267	GLUD1	GLUD1
267	HADHA	HADHA
267	HADHB	HADHB
267	HLCS	HLCS
267	HMGCL	HMGCL
267	IVD	IVD
267	MLYCD	MLYCD
267	MMAA	MMAA
267	MMAB	MMAB
267	MUT	MUT
267	NAGS	NAGS
267	OAT	OAT
267	OTC	OTC
267	PC	PC
267	PCCA	PCCA
267	PCCB	PCCB
267	POLG	POLG
267	PYGM	PYGM
267	SERAC1	SERAC1
267	SLC22A5	SLC22A5
267	SLC25A13	SLC25A13
267	SLC25A15	SLC25A15
267	SLC25A20	SLC25A20
267	SLC7A7	SLC7A7
267	TMEM70	TMEM70
267	ACAD9	ACAD9
267	ACADL	ACADL
267	ACADS	ACADS
267	ACSF3	ACSF3
267	AGA	AGA
267	AGL	AGL
267	ARSA	ARSA
267	ARSB	ARSB
267	ATPAF2	ATPAF2
267	CD320	CD320
267	CLN3	CLN3
267	CLN5	CLN5
267	CLN6	CLN6
267	CLN8	CLN8
267	CYP27A1	CYP27A1
267	DLD	DLD
267	ENO3	ENO3
267	G6PC	G6PC
267	GAA	GAA
267	GALC	GALC
267	GALNS	GALNS
267	GBA	GBA
267	GBE1	GBE1
267	GLA	GLA
267	GLB1	GLB1
267	GM2A	GM2A
267	GNPTAB	GNPTAB
267	GYS1	GYS1
267	GYS2	GYS2
267	HGSNAT	HGSNAT
267	HMGCS2	HMGCS2
267	HYAL1	HYAL1
267	IDS	IDS
267	IDUA	IDUA
267	LIPA	LIPA
267	LMBRD1	LMBRD1
267	LPIN1	LPIN1
267	MAN2B1	MAN2B1
267	MANBA	MANBA
267	MCCC1	MCCC1
267	MCCC2	MCCC2
267	MCEE	MCEE
267	MCOLN1	MCOLN1
267	MFSD8	MFSD8
267	MMACHC	MMACHC
267	MTR	MTR
267	MTRR	MTRR
267	NAGA	NAGA
267	NAGLU	NAGLU
267	NEU1	NEU1
267	NPC1	NPC1
267	NPC2	NPC2
267	OPA3	OPA3
267	PFKM	PFKM
267	PPT1	PPT1
267	PYGL	PYGL
267	SGSH	SGSH
267	SLC17A5	SLC17A5
267	SLC37A4	SLC37A4
267	SMPD1	SMPD1
267	SUCLG1	SUCLG1
267	SUMF1	SUMF1
267	TAZ	TAZ
267	TPP1	TPP1
269	ACP4	ACP4
269	AMBN	AMBN
269	AMELX	AMELX
269	C4orf26	C4orf26
269	CNNM4	CNNM4
269	COL17A1	COL17A1
269	DLX3	DLX3
269	ENAM	ENAM
269	FAM20A	FAM20A
269	FAM20C	FAM20C
269	FAM83H	FAM83H
269	GPR68	GPR68
269	ITGB6	ITGB6
269	KLK4	KLK4
269	LAMA3	LAMA3
269	LAMB3	LAMB3
269	LTBP3	LTBP3
269	MMP20	MMP20
269	ORAI1	ORAI1
269	PEX1	PEX1
269	PEX26	PEX26
269	PEX6	PEX6
269	PLXNB2	PLXNB2
269	RELT	RELT
269	ROGDI	ROGDI
269	SLC10A7	SLC10A7
269	SLC13A5	SLC13A5
269	SLC24A4	SLC24A4
269	SP6	SP6
269	STIM1	STIM1
269	WDR72	WDR72
269	AMTN	AMTN
269	CLDN16	CLDN16
269	CLDN19	CLDN19
269	ITGB4	ITGB4
269	LAMC2	LAMC2
269	KCNJ1	KCNJ1
269	SMARCD2	SMARCD2
269	TMEM165	TMEM165
269	TP63	TP63
269	TUFT1	TUFT1
271	FH	FH
271	MLH1	MLH1
271	MSH2	MSH2
271	MSH6	MSH6
271	PMS2	PMS2
271	PTEN	PTEN
273	MLH1	MLH1
273	MSH2	MSH2
273	MSH6	MSH6
273	PMS2	PMS2
277	RYR2	RYR2
277	SCN5A	SCN5A
277	DPP6	DPP6
277	KCNE5	KCNE5
277	KCNJ8	KCNJ8
282	ABCA12	ABCA12
282	ALDH3A2	ALDH3A2
282	ALOX12B	ALOX12B
282	ALOXE3	ALOXE3
282	CERS3	CERS3
282	CYP4F22	CYP4F22
282	NIPAL4	NIPAL4
282	PNPLA1	PNPLA1
282	SDR9C7	SDR9C7
282	SLC27A4	SLC27A4
282	ST14	ST14
282	STS	STS
282	SULT2B1	SULT2B1
282	TGM1	TGM1
282	LIPN	LIPN
283	ALG5	ALG5
283	ALG8	ALG8
283	ALG9	ALG9
283	ANKS6	ANKS6
283	CEP164	CEP164
283	CEP83	CEP83
283	CLCN5	CLCN5
283	COL4A1	COL4A1
283	DNAJB11	DNAJB11
283	DZIP1L	DZIP1L
283	FLCN	FLCN
283	GANAB	GANAB
283	GLA	GLA
283	HNF1B	HNF1B
283	IFT140	IFT140
283	INVS	INVS
283	MAPKBP1	MAPKBP1
283	NEK8	NEK8
283	NPHP1	NPHP1
283	NPHP3	NPHP3
283	NPHP4	NPHP4
283	PAX2	PAX2
283	PKD1	PKD1
283	PKD2	PKD2
283	PKHD1	PKHD1
283	PRKCSH	PRKCSH
283	SEC63	SEC63
283	TMEM67	TMEM67
283	TSC1	TSC1
283	TSC2	TSC2
283	TTC21B	TTC21B
283	TULP3	TULP3
283	UMOD	UMOD
283	VHL	VHL
283	WDR19	WDR19
283	XPNPEP3	XPNPEP3
283	CEP290	CEP290
283	CFAP47	CFAP47
283	COL4A3	COL4A3
283	COL4A4	COL4A4
283	CYP24A1	CYP24A1
283	CYS1	CYS1
283	OFD1	OFD1
283	SEC61A1	SEC61A1
283	ZNF423	ZNF423
283	AHI1	AHI1
283	ARL13B	ARL13B
283	ARL6	ARL6
283	BBS1	BBS1
283	BBS10	BBS10
283	BBS12	BBS12
283	BBS2	BBS2
283	BBS4	BBS4
283	BBS5	BBS5
283	BBS9	BBS9
283	C5orf42	C5orf42
283	CC2D2A	CC2D2A
283	CCDC28B	CCDC28B
283	CEP41	CEP41
283	COL4A5	COL4A5
283	GLIS2	GLIS2
283	INPP5E	INPP5E
283	IQCB1	IQCB1
283	KIF7	KIF7
283	MKS1	MKS1
283	MUC1	MUC1
283	RPGRIP1L	RPGRIP1L
283	SDCCAG8	SDCCAG8
283	TCTN1	TCTN1
283	TCTN3	TCTN3
283	TMEM138	TMEM138
283	TMEM216	TMEM216
283	TMEM231	TMEM231
283	TMEM237	TMEM237
283	TRIM32	TRIM32
283	TTC8	TTC8
283	WDPCP	WDPCP
285	AAAS	AAAS
285	AARS	AARS
285	AASS	AASS
285	ABAT	ABAT
285	ABCA2	ABCA2
285	ABCC9	ABCC9
285	ABCD1	ABCD1
285	ABCD4	ABCD4
285	ABHD16A	ABHD16A
285	ABHD5	ABHD5
285	ACACA	ACACA
285	ACAD9	ACAD9
285	ACADM	ACADM
285	ACADS	ACADS
285	ACBD6	ACBD6
285	ACER3	ACER3
285	ACO2	ACO2
285	ACOX1	ACOX1
285	ACSL4	ACSL4
285	ACTB	ACTB
285	ACTG1	ACTG1
285	ACTL6A	ACTL6A
285	ACTL6B	ACTL6B
285	ACY1	ACY1
285	ADAM22	ADAM22
285	ADAR	ADAR
285	ADARB1	ADARB1
285	ADAT3	ADAT3
285	ADD1	ADD1
285	ADD3	ADD3
285	ADGRG1	ADGRG1
285	ADGRL1	ADGRL1
285	ADK	ADK
285	ADNP	ADNP
285	ADSL	ADSL
285	AFF2	AFF2
285	AFF3	AFF3
285	AFF4	AFF4
285	AGA	AGA
285	AGO1	AGO1
285	AGO2	AGO2
285	AGTPBP1	AGTPBP1
285	AHCY	AHCY
285	AHDC1	AHDC1
285	AHI1	AHI1
285	AIFM1	AIFM1
285	AIMP1	AIMP1
285	AKT3	AKT3
285	ALDH18A1	ALDH18A1
285	ALDH3A2	ALDH3A2
285	ALDH4A1	ALDH4A1
285	ALDH5A1	ALDH5A1
285	ALDH7A1	ALDH7A1
285	ALG1	ALG1
285	ALG11	ALG11
285	ALG12	ALG12
285	ALG13	ALG13
285	ALG3	ALG3
285	ALG6	ALG6
285	ALG8	ALG8
285	ALG9	ALG9
285	ALKBH8	ALKBH8
285	ALMS1	ALMS1
285	AMER1	AMER1
285	AMPD2	AMPD2
285	AMT	AMT
285	ANK2	ANK2
285	ANK3	ANK3
285	ANKRD11	ANKRD11
285	ANKRD17	ANKRD17
285	ANO4	ANO4
285	AP1G1	AP1G1
285	AP1S1	AP1S1
285	AP1S2	AP1S2
285	AP2M1	AP2M1
285	AP3B1	AP3B1
285	AP3B2	AP3B2
285	AP4B1	AP4B1
285	AP4E1	AP4E1
285	AP4M1	AP4M1
285	AP4S1	AP4S1
285	APC2	APC2
285	APOPT1	APOPT1
285	ARCN1	ARCN1
285	ARF1	ARF1
285	ARF3	ARF3
285	ARFGEF1	ARFGEF1
285	ARFGEF2	ARFGEF2
285	ARG1	ARG1
285	ARHGEF9	ARHGEF9
285	ARID1A	ARID1A
285	ARID1B	ARID1B
285	ARID2	ARID2
285	ARL13B	ARL13B
285	ARL6	ARL6
285	ARMC9	ARMC9
285	ARSA	ARSA
285	ARSB	ARSB
285	ARSE	ARSE
285	ARV1	ARV1
285	ARX	ARX
285	ASAH1	ASAH1
285	ASH1L	ASH1L
285	ASL	ASL
285	ASNS	ASNS
285	ASPA	ASPA
285	ASPM	ASPM
285	ASS1	ASS1
285	ASXL1	ASXL1
285	ASXL2	ASXL2
285	ASXL3	ASXL3
285	ATAD1	ATAD1
285	ATAD3A	ATAD3A
285	ATG7	ATG7
285	ATIC	ATIC
285	ATM	ATM
285	ATN1	ATN1
285	ATP13A2	ATP13A2
285	ATP1A1	ATP1A1
285	ATP1A2	ATP1A2
285	ATP1A3	ATP1A3
285	ATP2B1	ATP2B1
285	ATP6AP2	ATP6AP2
285	ATP6V0A1	ATP6V0A1
285	ATP6V0A2	ATP6V0A2
285	ATP6V0C	ATP6V0C
285	ATP6V1A	ATP6V1A
285	ATP6V1B2	ATP6V1B2
285	ATP7A	ATP7A
285	ATP8A2	ATP8A2
285	ATP9A	ATP9A
285	ATR	ATR
285	ATRX	ATRX
285	AUH	AUH
285	AUTS2	AUTS2
285	B3GALNT2	B3GALNT2
285	B3GLCT	B3GLCT
285	B4GALNT1	B4GALNT1
285	B4GALT7	B4GALT7
285	B9D2	B9D2
285	BAP1	BAP1
285	BAZ2B	BAZ2B
285	BBS1	BBS1
285	BBS10	BBS10
285	BBS12	BBS12
285	BBS2	BBS2
285	BBS4	BBS4
285	BBS5	BBS5
285	BBS7	BBS7
285	BBS9	BBS9
285	BCAP31	BCAP31
285	BCAS3	BCAS3
285	BCKDHA	BCKDHA
285	BCKDHB	BCKDHB
285	BCKDK	BCKDK
285	BCL11A	BCL11A
285	BCL11B	BCL11B
285	BCOR	BCOR
285	BCS1L	BCS1L
285	BICRA	BICRA
285	BLM	BLM
285	BLOC1S1	BLOC1S1
285	BMP4	BMP4
285	BOLA3	BOLA3
285	BPTF	BPTF
285	BRAF	BRAF
285	BRAT1	BRAT1
285	BRD4	BRD4
285	BRF1	BRF1
285	BRPF1	BRPF1
285	BRSK2	BRSK2
285	BRWD3	BRWD3
285	BSCL2	BSCL2
285	BTD	BTD
285	BUB1	BUB1
285	BUB1B	BUB1B
285	C12orf4	C12orf4
285	C12orf57	C12orf57
285	C12orf65	C12orf65
285	C2CD3	C2CD3
285	C2orf69	C2orf69
285	C5orf42	C5orf42
285	CA2	CA2
285	CA8	CA8
285	CACNA1A	CACNA1A
285	CACNA1B	CACNA1B
285	CACNA1C	CACNA1C
285	CACNA1D	CACNA1D
285	CACNA1E	CACNA1E
285	CACNA1G	CACNA1G
285	CACNA1I	CACNA1I
285	CACNA2D1	CACNA2D1
285	CAD	CAD
285	CAMK2A	CAMK2A
285	CAMK2B	CAMK2B
285	CAMK2D	CAMK2D
285	CAMK4	CAMK4
285	CAMSAP1	CAMSAP1
285	CAMTA1	CAMTA1
285	CAPN15	CAPN15
285	CAPRIN1	CAPRIN1
285	CARS	CARS
285	CASK	CASK
285	CASP2	CASP2
285	CBL	CBL
285	CBS	CBS
285	CC2D1A	CC2D1A
285	CC2D2A	CC2D2A
285	CCBE1	CCBE1
285	CCDC22	CCDC22
285	CCDC32	CCDC32
285	CCDC47	CCDC47
285	CCDC82	CCDC82
285	CCDC88C	CCDC88C
285	CCND2	CCND2
285	CDC42	CDC42
285	CDC6	CDC6
285	CDH11	CDH11
285	CDH2	CDH2
285	CDK10	CDK10
285	CDK13	CDK13
285	CDK16	CDK16
285	CDK19	CDK19
285	CDK5RAP2	CDK5RAP2
285	CDK8	CDK8
285	CDKL5	CDKL5
285	CDON	CDON
285	CELF2	CELF2
285	CENPF	CENPF
285	CENPJ	CENPJ
285	CEP104	CEP104
285	CEP120	CEP120
285	CEP135	CEP135
285	CEP152	CEP152
285	CEP290	CEP290
285	CEP41	CEP41
285	CEP55	CEP55
285	CEP57	CEP57
285	CEP83	CEP83
285	CEP85L	CEP85L
285	CHAMP1	CHAMP1
285	CHD2	CHD2
285	CHD3	CHD3
285	CHD4	CHD4
285	CHD5	CHD5
285	CHD7	CHD7
285	CHD8	CHD8
285	CHKA	CHKA
285	CHKB	CHKB
285	CHMP1A	CHMP1A
285	CIC	CIC
285	CIT	CIT
285	CKAP2L	CKAP2L
285	CLCN3	CLCN3
285	CLCN4	CLCN4
285	CLCN6	CLCN6
285	CLDN11	CLDN11
285	CLDN5	CLDN5
285	CLEC16A	CLEC16A
285	CLN3	CLN3
285	CLN5	CLN5
285	CLN6	CLN6
285	CLN8	CLN8
285	CLP1	CLP1
285	CLPB	CLPB
285	CLTC	CLTC
285	CNKSR2	CNKSR2
285	CNNM2	CNNM2
285	CNOT1	CNOT1
285	CNOT2	CNOT2
285	CNOT3	CNOT3
285	CNOT9	CNOT9
285	CNTNAP1	CNTNAP1
285	CNTNAP2	CNTNAP2
285	COASY	COASY
285	COG1	COG1
285	COG4	COG4
285	COG5	COG5
285	COG6	COG6
285	COG7	COG7
285	COG8	COG8
285	COL4A1	COL4A1
285	COL4A2	COL4A2
285	COL4A3BP	COL4A3BP
285	COLEC11	COLEC11
285	COPB2	COPB2
285	COQ4	COQ4
285	COQ8A	COQ8A
285	COX10	COX10
285	COX11	COX11
285	COX15	COX15
285	CPE	CPE
285	CPLX1	CPLX1
285	CPS1	CPS1
285	CRADD	CRADD
285	CRB2	CRB2
285	CREBBP	CREBBP
285	CSDE1	CSDE1
285	CSNK1G1	CSNK1G1
285	CSNK2A1	CSNK2A1
285	CSNK2B	CSNK2B
285	CSPP1	CSPP1
285	CSTB	CSTB
285	CTBP1	CTBP1
285	CTCF	CTCF
285	CTDP1	CTDP1
285	CTNNA2	CTNNA2
285	CTNNB1	CTNNB1
285	CTNND1	CTNND1
285	CTR9	CTR9
285	CTSA	CTSA
285	CTSD	CTSD
285	CTU2	CTU2
285	CUL3	CUL3
285	CUL4B	CUL4B
285	CUX1	CUX1
285	CUX2	CUX2
285	CWC27	CWC27
