id	Gene	SYMBOL
486	RAB39B	RAB39B
486	RAB3GAP1	RAB3GAP1
486	RAB3GAP1	RAB3GAP1
486	RAB3GAP2	RAB3GAP2
486	RAB3GAP2	RAB3GAP2
486	RAB5C	RAB5C
486	RAB5C	RAB5C
486	RABGAP1	RABGAP1
486	RAC1	RAC1
486	RAC1	RAC1
486	RAC3	RAC3
486	RAC3	RAC3
486	RAC3	RAC3
486	RAD21	RAD21
486	RAD21	RAD21
486	RAD21	RAD21
486	RAD51	RAD51
486	RAD51C	RAD51C
486	RAF1	RAF1
486	RAF1	RAF1
486	RAI1	RAI1
486	RAI1	RAI1
486	RALA	RALA
486	RALA	RALA
486	RALA	RALA
486	RALGAPA1	RALGAPA1
486	RALGAPA1	RALGAPA1
486	RALGAPA1	RALGAPA1
486	RAP1B	RAP1B
486	RAPSN	RAPSN
486	RARB	RARB
486	RARB	RARB
486	RARS	RARS
486	RARS	RARS
486	RARS	RARS
486	RARS2	RARS2
486	RARS2	RARS2
486	RARS2	RARS2
486	RARS2	RARS2
486	RASGRP2	RASGRP2
486	RAX	RAX
486	RBBP8	RBBP8
486	RBBP8	RBBP8
486	RBCK1	RBCK1
486	RBL2	RBL2
486	RBM10	RBM10
486	RBM10	RBM10
486	RBM10	RBM10
486	RBM8A	RBM8A
486	RBM8A	RBM8A
486	RBM8A	RBM8A
486	RBP4	RBP4
486	RBPJ	RBPJ
486	RBPJ	RBPJ
486	RBPJ	RBPJ
486	RBSN	RBSN
486	RDX	RDX
486	RECQL4	RECQL4
486	RECQL4	RECQL4
486	RECQL4	RECQL4
486	RELN	RELN
486	RELN	RELN
486	RELN	RELN
486	REN	REN
486	RERE	RERE
486	RERE	RERE
486	REST	REST
486	RET	RET
486	RETREG1	RETREG1
486	RFT1	RFT1
486	RFT1	RFT1
486	RFT1	RFT1
486	RFT1	RFT1
486	RFT1	RFT1
486	RFX3	RFX3
486	RFX4	RFX4
486	RFX6	RFX6
486	RFX7	RFX7
486	RHEB	RHEB
486	RHOBTB2	RHOBTB2
486	RHOBTB2	RHOBTB2
486	RHOBTB2	RHOBTB2
486	RIMS2	RIMS2
486	RIN2	RIN2
486	RINT1	RINT1
486	RINT1	RINT1
486	RINT1	RINT1
486	RIPK4	RIPK4
486	RIT1	RIT1
486	RIT1	RIT1
486	RLIM	RLIM
486	RLIM	RLIM
486	RMND1	RMND1
486	RMND1	RMND1
486	RMND1	RMND1
486	RMND1	RMND1
486	RMRP	RMRP
486	RMRP	RMRP
486	RNASEH1	RNASEH1
486	RNASEH2A	RNASEH2A
486	RNASEH2A	RNASEH2A
486	RNASEH2A	RNASEH2A
486	RNASEH2A	RNASEH2A
486	RNASEH2B	RNASEH2B
486	RNASEH2B	RNASEH2B
486	RNASEH2B	RNASEH2B
486	RNASEH2B	RNASEH2B
486	RNASEH2C	RNASEH2C
486	RNASEH2C	RNASEH2C
486	RNASEH2C	RNASEH2C
486	RNASEH2C	RNASEH2C
486	RNASET2	RNASET2
486	RNASET2	RNASET2
486	RNASET2	RNASET2
486	RNF113A	RNF113A
486	RNF113A	RNF113A
486	RNF125	RNF125
486	RNF13	RNF13
486	RNF13	RNF13
486	RNF13	RNF13
486	RNF220	RNF220
486	RNH1	RNH1
486	RNPC3	RNPC3
486	RNU4-2	RNU4-2
486	RNU4-2	RNU4-2
486	RNU4-2	RNU4-2
486	RNU4ATAC	RNU4ATAC
486	RNU4ATAC	RNU4ATAC
486	RNU4ATAC	RNU4ATAC
486	RNU7-1	RNU7-1
486	ROBO1	ROBO1
486	ROBO3	ROBO3
486	ROBO4	ROBO4
486	ROGDI	ROGDI
486	ROGDI	ROGDI
486	ROGDI	ROGDI
486	ROR2	ROR2
486	ROR2	ROR2
486	ROR2	ROR2
486	ROR2	ROR2
486	RORA	RORA
486	RORA	RORA
486	RORA	RORA
486	RORB	RORB
486	RORB	RORB
486	RPE65	RPE65
486	RPGRIP1	RPGRIP1
486	RPGRIP1L	RPGRIP1L
486	RPGRIP1L	RPGRIP1L
486	RPGRIP1L	RPGRIP1L
486	RPGRIP1L	RPGRIP1L
486	RPGRIP1L	RPGRIP1L
486	RPGRIP1L	RPGRIP1L
486	RPIA	RPIA
486	RPIA	RPIA
486	RPL10	RPL10
486	RPL10	RPL10
486	RPL10	RPL10
486	RPL11	RPL11
486	RPL11	RPL11
486	RPL13	RPL13
486	RPL26	RPL26
486	RPL35A	RPL35A
486	RPL5	RPL5
486	RPL5	RPL5
486	RPS10	RPS10
486	RPS17	RPS17
486	RPS19	RPS19
486	RPS19	RPS19
486	RPS23	RPS23
486	RPS24	RPS24
486	RPS26	RPS26
486	RPS26	RPS26
486	RPS26	RPS26
486	RPS6KA3	RPS6KA3
486	RPS6KA3	RPS6KA3
486	RPS7	RPS7
486	RRAGC	RRAGC
486	RRAS	RRAS
486	RRAS2	RRAS2
486	RRM2B	RRM2B
486	RRM2B	RRM2B
486	RRM2B	RRM2B
486	RSPH1	RSPH1
486	RSPH3	RSPH3
486	RSPO2	RSPO2
486	RSPO4	RSPO4
486	RSPRY1	RSPRY1
486	RSRC1	RSRC1
486	RSRC1	RSRC1
486	RTEL1	RTEL1
486	RTEL1	RTEL1
486	RTN4IP1	RTN4IP1
486	RTN4IP1	RTN4IP1
486	RTN4IP1	RTN4IP1
486	RTN4IP1	RTN4IP1
486	RTTN	RTTN
486	RTTN	RTTN
486	RTTN	RTTN
486	RUNX2	RUNX2
486	RUNX2	RUNX2
486	RYR1	RYR1
486	S1PR2	S1PR2
486	SACS	SACS
486	SACS	SACS
486	SALL1	SALL1
486	SALL1	SALL1
486	SALL1	SALL1
486	SALL1	SALL1
486	SALL4	SALL4
486	SALL4	SALL4
486	SALL4	SALL4
486	SALL4	SALL4
486	SALL4	SALL4
486	SAMD9	SAMD9
486	SAMD9	SAMD9
486	SAMHD1	SAMHD1
486	SAMHD1	SAMHD1
486	SAMHD1	SAMHD1
486	SAMHD1	SAMHD1
486	SAR1B	SAR1B
486	SARS	SARS
486	SARS	SARS
486	SARS	SARS
486	SARS2	SARS2
486	SARS2	SARS2
486	SARS2	SARS2
486	SART3	SART3
486	SATB1	SATB1
486	SATB1	SATB1
486	SATB1	SATB1
486	SATB2	SATB2
486	SATB2	SATB2
486	SATB2	SATB2
486	SATB2	SATB2
486	SBDS	SBDS
486	SBDS	SBDS
486	SBDS	SBDS
486	SBF1	SBF1
486	SC5D	SC5D
486	SC5D	SC5D
486	SC5D	SC5D
486	SCAF4	SCAF4
486	SCAF4	SCAF4
486	SCAF4	SCAF4
486	SCAMP5	SCAMP5
486	SCAMP5	SCAMP5
486	SCAPER	SCAPER
486	SCAPER	SCAPER
486	SCARB2	SCARB2
486	SCARF2	SCARF2
486	SCARF2	SCARF2
486	SCARF2	SCARF2
486	SCLT1	SCLT1
486	SCLT1	SCLT1
486	SCN11A	SCN11A
486	SCN1A	SCN1A
486	SCN1A	SCN1A
486	SCN1A	SCN1A
486	SCN1B	SCN1B
486	SCN1B	SCN1B
486	SCN2A	SCN2A
486	SCN2A	SCN2A
486	SCN2A	SCN2A
486	SCN3A	SCN3A
486	SCN3A	SCN3A
486	SCN3A	SCN3A
486	SCN4A	SCN4A
486	SCN8A	SCN8A
486	SCN8A	SCN8A
486	SCN8A	SCN8A
486	SCO1	SCO1
486	SCO1	SCO1
486	SCO2	SCO2
486	SCO2	SCO2
486	SCO2	SCO2
486	SCP2	SCP2
486	SCUBE3	SCUBE3
486	SCUBE3	SCUBE3
486	SCUBE3	SCUBE3
486	SCYL1	SCYL1
486	SCYL1	SCYL1
486	SDCCAG8	SDCCAG8
486	SDCCAG8	SDCCAG8
486	SDCCAG8	SDCCAG8
486	SDCCAG8	SDCCAG8
486	SDHA	SDHA
486	SDHA	SDHA
486	SDHA	SDHA
486	SDHAF1	SDHAF1
486	SDHAF1	SDHAF1
486	SDHAF1	SDHAF1
486	SDHB	SDHB
486	SDHD	SDHD
486	SEC23B	SEC23B
486	SEC23B	SEC23B
486	SEC24D	SEC24D
486	SEC24D	SEC24D
486	SECISBP2	SECISBP2
486	SELENOI	SELENOI
486	SELENON	SELENON
486	SEMA3A	SEMA3A
486	SEMA6B	SEMA6B
486	SEMA6B	SEMA6B
486	SEMA6B	SEMA6B
486	SEPHS1	SEPHS1
486	SEPSECS	SEPSECS
486	SEPSECS	SEPSECS
486	SEPSECS	SEPSECS
486	SERAC1	SERAC1
486	SERAC1	SERAC1
486	SERAC1	SERAC1
486	SERAC1	SERAC1
486	SERPINB6	SERPINB6
486	SERPINF1	SERPINF1
486	SERPINH1	SERPINH1
486	SERPINI1	SERPINI1
486	SET	SET
486	SET	SET
486	SETBP1	SETBP1
486	SETBP1	SETBP1
486	SETBP1	SETBP1
486	SETD1A	SETD1A
486	SETD1A	SETD1A
486	SETD1A	SETD1A
486	SETD1B	SETD1B
486	SETD1B	SETD1B
486	SETD1B	SETD1B
486	SETD2	SETD2
486	SETD2	SETD2
486	SETD2	SETD2
486	SETD5	SETD5
486	SETD5	SETD5
486	SETD5	SETD5
486	SETD5	SETD5
486	SETX	SETX
486	SF3B2	SF3B2
486	SF3B4	SF3B4
486	SF3B4	SF3B4
486	SF3B4	SF3B4
486	SF3B4	SF3B4
486	SFRP4	SFRP4
486	SFRP4	SFRP4
486	SFXN4	SFXN4
486	SFXN4	SFXN4
486	SGMS2	SGMS2
486	SGPL1	SGPL1
486	SGPL1	SGPL1
486	SGSH	SGSH
486	SGSH	SGSH
486	SGSH	SGSH
486	SGSH	SGSH
486	SGSH	SGSH
486	SH3BP2	SH3BP2
486	SH3PXD2B	SH3PXD2B
486	SH3PXD2B	SH3PXD2B
486	SHANK1	SHANK1
486	SHANK1	SHANK1
486	SHANK2	SHANK2
486	SHANK2	SHANK2
486	SHANK3	SHANK3
486	SHANK3	SHANK3
486	SHH	SHH
486	SHH	SHH
486	SHH	SHH
486	SHMT2	SHMT2
486	SHMT2	SHMT2
486	SHMT2	SHMT2
486	SHOC2	SHOC2
486	SHOC2	SHOC2
486	SHOX	SHOX
486	SHOX	SHOX
486	SHOX	SHOX
486	SHQ1	SHQ1
486	SHQ1	SHQ1
486	SHROOM3	SHROOM3
486	SI	SI
486	SIAH1	SIAH1
486	SIAH1	SIAH1
486	SIK1	SIK1
486	SIK1	SIK1
486	SIK1	SIK1
486	SIL1	SIL1
486	SIL1	SIL1
486	SIM1	SIM1
486	SIN3A	SIN3A
486	SIN3A	SIN3A
486	SIN3B	SIN3B
486	SIX1	SIX1
486	SIX1	SIX1
486	SIX1	SIX1
486	SIX2	SIX2
486	SIX3	SIX3
486	SIX3	SIX3
486	SIX3	SIX3
486	SIX5	SIX5
486	SIX5	SIX5
486	SKI	SKI
486	SKI	SKI
486	SKI	SKI
486	SKI	SKI
486	SKIV2L	SKIV2L
486	SKIV2L	SKIV2L
486	SLC10A7	SLC10A7
486	SLC10A7	SLC10A7
486	SLC12A2	SLC12A2
486	SLC12A2	SLC12A2
486	SLC12A3	SLC12A3
486	SLC12A5	SLC12A5
486	SLC12A5	SLC12A5
486	SLC12A5	SLC12A5
486	SLC12A6	SLC12A6
486	SLC12A6	SLC12A6
486	SLC13A5	SLC13A5
486	SLC13A5	SLC13A5
486	SLC13A5	SLC13A5
486	SLC16A1	SLC16A1
486	SLC16A2	SLC16A2
486	SLC16A2	SLC16A2
486	SLC16A2	SLC16A2
486	SLC17A5	SLC17A5
486	SLC17A5	SLC17A5
486	SLC17A5	SLC17A5
486	SLC17A5	SLC17A5
486	SLC17A8	SLC17A8
486	SLC18A2	SLC18A2
486	SLC18A2	SLC18A2
486	SLC19A2	SLC19A2
486	SLC19A3	SLC19A3
486	SLC19A3	SLC19A3
486	SLC19A3	SLC19A3
486	SLC1A1	SLC1A1
486	SLC1A2	SLC1A2
486	SLC1A2	SLC1A2
486	SLC1A2	SLC1A2
486	SLC1A4	SLC1A4
486	SLC1A4	SLC1A4
486	SLC1A4	SLC1A4
486	SLC22A5	SLC22A5
486	SLC22A5	SLC22A5
486	SLC24A4	SLC24A4
486	SLC25A1	SLC25A1
486	SLC25A1	SLC25A1
486	SLC25A1	SLC25A1
486	SLC25A1	SLC25A1
486	SLC25A12	SLC25A12
486	SLC25A12	SLC25A12
486	SLC25A12	SLC25A12
486	SLC25A13	SLC25A13
486	SLC25A15	SLC25A15
486	SLC25A15	SLC25A15
486	SLC25A15	SLC25A15
486	SLC25A19	SLC25A19
486	SLC25A19	SLC25A19
486	SLC25A20	SLC25A20
486	SLC25A20	SLC25A20
486	SLC25A22	SLC25A22
486	SLC25A22	SLC25A22
486	SLC25A22	SLC25A22
486	SLC25A22	SLC25A22
486	SLC25A24	SLC25A24
486	SLC25A26	SLC25A26
486	SLC25A26	SLC25A26
486	SLC25A3	SLC25A3
486	SLC25A32	SLC25A32
486	SLC25A38	SLC25A38
486	SLC25A38	SLC25A38
486	SLC25A4	SLC25A4
486	SLC25A4	SLC25A4
486	SLC25A42	SLC25A42
486	SLC25A42	SLC25A42
486	SLC25A46	SLC25A46
486	SLC26A2	SLC26A2
486	SLC26A2	SLC26A2
486	SLC26A2	SLC26A2
486	SLC26A2	SLC26A2
486	SLC26A4	SLC26A4
486	SLC26A5	SLC26A5
486	SLC27A4	SLC27A4
486	SLC29A3	SLC29A3
486	SLC2A1	SLC2A1
486	SLC2A1	SLC2A1
486	SLC2A1	SLC2A1
486	SLC2A1	SLC2A1
486	SLC2A10	SLC2A10
486	SLC2A2	SLC2A2
486	SLC2A2	SLC2A2
486	SLC30A10	SLC30A10
486	SLC30A9	SLC30A9
486	SLC31A1	SLC31A1
486	SLC32A1	SLC32A1
486	SLC32A1	SLC32A1
486	SLC32A1	SLC32A1
486	SLC33A1	SLC33A1
486	SLC33A1	SLC33A1
486	SLC34A1	SLC34A1
486	SLC34A3	SLC34A3
486	SLC35A1	SLC35A1
486	SLC35A1	SLC35A1
486	SLC35A1	SLC35A1
486	SLC35A2	SLC35A2
486	SLC35A2	SLC35A2
486	SLC35A2	SLC35A2
486	SLC35A2	SLC35A2
486	SLC35C1	SLC35C1
486	SLC35C1	SLC35C1
486	SLC35C1	SLC35C1
486	SLC35C1	SLC35C1
486	SLC35D1	SLC35D1
486	SLC35D1	SLC35D1
486	SLC35D1	SLC35D1
486	SLC37A4	SLC37A4
486	SLC37A4	SLC37A4
486	SLC38A3	SLC38A3
486	SLC38A3	SLC38A3
486	SLC38A3	SLC38A3
486	SLC39A13	SLC39A13
486	SLC39A13	SLC39A13
486	SLC39A14	SLC39A14
486	SLC39A14	SLC39A14
486	SLC39A4	SLC39A4
486	SLC39A8	SLC39A8
486	SLC39A8	SLC39A8
486	SLC39A8	SLC39A8
486	SLC39A8	SLC39A8
486	SLC3A1	SLC3A1
486	SLC40A1	SLC40A1
486	SLC45A1	SLC45A1
486	SLC46A1	SLC46A1
486	SLC46A1	SLC46A1
486	SLC46A1	SLC46A1
486	SLC4A1	SLC4A1
486	SLC4A11	SLC4A11
486	SLC4A11	SLC4A11
486	SLC4A4	SLC4A4
486	SLC4A4	SLC4A4
486	SLC52A2	SLC52A2
486	SLC52A2	SLC52A2
486	SLC52A2	SLC52A2
486	SLC52A3	SLC52A3
486	SLC52A3	SLC52A3
486	SLC52A3	SLC52A3
486	SLC5A1	SLC5A1
486	SLC5A5	SLC5A5
486	SLC5A6	SLC5A6
486	SLC5A6	SLC5A6
486	SLC5A6	SLC5A6
486	SLC5A7	SLC5A7
486	SLC6A1	SLC6A1
486	SLC6A1	SLC6A1
486	SLC6A1	SLC6A1
486	SLC6A17	SLC6A17
486	SLC6A17	SLC6A17
486	SLC6A19	SLC6A19
486	SLC6A19	SLC6A19
486	SLC6A3	SLC6A3
486	SLC6A3	SLC6A3
486	SLC6A3	SLC6A3
486	SLC6A5	SLC6A5
486	SLC6A8	SLC6A8
486	SLC6A8	SLC6A8
486	SLC6A8	SLC6A8
486	SLC6A8	SLC6A8
486	SLC6A9	SLC6A9
486	SLC6A9	SLC6A9
486	SLC7A7	SLC7A7
486	SLC7A9	SLC7A9
486	SLC9A6	SLC9A6
486	SLC9A6	SLC9A6
486	SLC9A6	SLC9A6
486	SLCO2A1	SLCO2A1
486	SLF2	SLF2
486	SLITRK6	SLITRK6
486	SLX4	SLX4
486	SLX4	SLX4
486	SLX4	SLX4
486	SMAD3	SMAD3
486	SMAD3	SMAD3
486	SMAD3	SMAD3
486	SMAD4	SMAD4
486	SMAD4	SMAD4
486	SMAD4	SMAD4
486	SMAD4	SMAD4
486	SMAD6	SMAD6
486	SMAD6	SMAD6
486	SMARCA2	SMARCA2
486	SMARCA2	SMARCA2
486	SMARCA2	SMARCA2
486	SMARCA4	SMARCA4
486	SMARCA4	SMARCA4
486	SMARCA4	SMARCA4
486	SMARCA5	SMARCA5
486	SMARCAL1	SMARCAL1
486	SMARCAL1	SMARCAL1
486	SMARCB1	SMARCB1
486	SMARCB1	SMARCB1
486	SMARCC2	SMARCC2
486	SMARCC2	SMARCC2
486	SMARCC2	SMARCC2
486	SMARCD1	SMARCD1
486	SMARCD1	SMARCD1
486	SMARCE1	SMARCE1
486	SMARCE1	SMARCE1
486	SMC1A	SMC1A
486	SMC1A	SMC1A
486	SMC1A	SMC1A
486	SMC1A	SMC1A
486	SMC1A	SMC1A
486	SMC1A	SMC1A
486	SMC3	SMC3
486	SMC3	SMC3
486	SMC3	SMC3
486	SMC3	SMC3
486	SMC3	SMC3
486	SMC5	SMC5
486	SMCHD1	SMCHD1
486	SMG8	SMG8
486	SMG8	SMG8
486	SMG9	SMG9
486	SMO	SMO
486	SMO	SMO
486	SMOC1	SMOC1
486	SMOC1	SMOC1
486	SMOC1	SMOC1
486	SMOC1	SMOC1
486	SMOC2	SMOC2
486	SMPD1	SMPD1
486	SMPD1	SMPD1
486	SMPD1	SMPD1
486	SMPD4	SMPD4
486	SMPD4	SMPD4
486	SMPX	SMPX
486	SMS	SMS
486	SMS	SMS
486	SMS	SMS
486	SMS	SMS
486	SNAP25	SNAP25
486	SNAP25	SNAP25
486	SNAP25	SNAP25
486	SNAP29	SNAP29
486	SNAP29	SNAP29
486	SNAPC4	SNAPC4
486	SNF8	SNF8
486	SNIP1	SNIP1
486	SNIP1	SNIP1
486	SNORD118	SNORD118
486	SNORD118	SNORD118
486	SNORD118	SNORD118
486	SNRPB	SNRPB
486	SNRPB	SNRPB
486	SNRPB	SNRPB
486	SNRPB	SNRPB
486	SNRPE	SNRPE
486	SNX10	SNX10
486	SNX14	SNX14
486	SNX14	SNX14
486	SNX27	SNX27
486	SON	SON
486	SON	SON
486	SON	SON
486	SOS1	SOS1
486	SOS1	SOS1
486	SOS2	SOS2
486	SOS2	SOS2
486	SOST	SOST
486	SOX10	SOX10
486	SOX10	SOX10
486	SOX10	SOX10
486	SOX11	SOX11
486	SOX11	SOX11
486	SOX11	SOX11
486	SOX17	SOX17
486	SOX2	SOX2
486	SOX2	SOX2
486	SOX3	SOX3
486	SOX4	SOX4
486	SOX4	SOX4
486	SOX5	SOX5
486	SOX5	SOX5
486	SOX6	SOX6
486	SOX6	SOX6
486	SOX9	SOX9
486	SOX9	SOX9
486	SOX9	SOX9
486	SP7	SP7
486	SPAG1	SPAG1
486	SPARC	SPARC
486	SPARC	SPARC
486	SPART	SPART
486	SPAST	SPAST
486	SPATA5	SPATA5
486	SPATA5	SPATA5
486	SPATA5	SPATA5
486	SPATA5	SPATA5
486	SPATA5L1	SPATA5L1
486	SPATA5L1	SPATA5L1
486	SPATA5L1	SPATA5L1
486	SPATA5L1	SPATA5L1
486	SPECC1L	SPECC1L
486	SPECC1L	SPECC1L
486	SPECC1L	SPECC1L
486	SPEG	SPEG
486	SPEN	SPEN
486	SPEN	SPEN
486	SPG11	SPG11
486	SPG11	SPG11
486	SPG7	SPG7
486	SPOP	SPOP
486	SPOP	SPOP
486	SPR	SPR
486	SPR	SPR
486	SPR	SPR
486	SPRED1	SPRED1
486	SPRED1	SPRED1
486	SPRED2	SPRED2
486	SPRED2	SPRED2
486	SPTAN1	SPTAN1
486	SPTAN1	SPTAN1
486	SPTAN1	SPTAN1
486	SPTBN1	SPTBN1
486	SPTBN1	SPTBN1
486	SPTBN1	SPTBN1
486	SPTBN2	SPTBN2
486	SPTBN2	SPTBN2
486	SPTBN4	SPTBN4
486	SPTBN4	SPTBN4
486	SPTLC1	SPTLC1
486	SPTLC2	SPTLC2
486	SPTLC2	SPTLC2
486	SRCAP	SRCAP
486	SRCAP	SRCAP
486	SRD5A3	SRD5A3
486	SRD5A3	SRD5A3
486	SRD5A3	SRD5A3
486	SRP54	SRP54
486	SRRM2	SRRM2
486	SRRM2	SRRM2
486	SRSF1	SRSF1
486	SRY	SRY
486	SSBP1	SSBP1
486	SSR4	SSR4
486	SSR4	SSR4
486	ST14	ST14
486	ST3GAL3	ST3GAL3
486	ST3GAL3	ST3GAL3
486	ST3GAL3	ST3GAL3
486	ST3GAL3	ST3GAL3
486	ST3GAL5	ST3GAL5
486	ST3GAL5	ST3GAL5
486	ST3GAL5	ST3GAL5
486	ST3GAL5	ST3GAL5
486	STAC3	STAC3
486	STAG1	STAG1
486	STAG1	STAG1
486	STAG1	STAG1
486	STAG2	STAG2
486	STAG2	STAG2
486	STAG2	STAG2
486	STAMBP	STAMBP
486	STAMBP	STAMBP
486	STAMBP	STAMBP
486	STAMBP	STAMBP
486	STAR	STAR
486	STAT5B	STAT5B
486	STIL	STIL
486	STIL	STIL
486	STN1	STN1
486	STN1	STN1
486	STRA6	STRA6
486	STRA6	STRA6
486	STRADA	STRADA
486	STRADA	STRADA
486	STRADA	STRADA
486	STRC	STRC
486	STS	STS
486	STS	STS
486	STT3A	STT3A
486	STT3A	STT3A
486	STT3A	STT3A
486	STT3A	STT3A
486	STX1A	STX1A
486	STX1A	STX1A
486	STX1B	STX1B
486	STX1B	STX1B
486	STX1B	STX1B
486	STXBP1	STXBP1
486	STXBP1	STXBP1
486	STXBP1	STXBP1
486	SUCLA2	SUCLA2
486	SUCLA2	SUCLA2
486	SUCLG1	SUCLG1
486	SUCLG1	SUCLG1
486	SUCLG1	SUCLG1
486	SUFU	SUFU
486	SUFU	SUFU
486	SUFU	SUFU
486	SUFU	SUFU
486	SUMF1	SUMF1
486	SUMF1	SUMF1
486	SUMF1	SUMF1
486	SUMF1	SUMF1
486	SUOX	SUOX
486	SUOX	SUOX
486	SUOX	SUOX
486	SUOX	SUOX
486	SUPT16H	SUPT16H
486	SURF1	SURF1
486	SURF1	SURF1
486	SURF1	SURF1
486	SURF1	SURF1
486	SUZ12	SUZ12
486	SUZ12	SUZ12
486	SVBP	SVBP
486	SYN1	SYN1
486	SYN1	SYN1
486	SYN1	SYN1
486	SYNCRIP	SYNCRIP
486	SYNE1	SYNE1
486	SYNE4	SYNE4
486	SYNGAP1	SYNGAP1
486	SYNGAP1	SYNGAP1
486	SYNGAP1	SYNGAP1
486	SYNJ1	SYNJ1
486	SYNJ1	SYNJ1
486	SYP	SYP
486	SYP	SYP
486	SYT1	SYT1
486	SYT1	SYT1
486	SYT2	SYT2
486	SZT2	SZT2
486	SZT2	SZT2
486	SZT2	SZT2
486	TAB2	TAB2
486	TAB2	TAB2
486	TAC3	TAC3
486	TACO1	TACO1
486	TACO1	TACO1
486	TACR3	TACR3
486	TAF1	TAF1
486	TAF1	TAF1
486	TAF13	TAF13
486	TAF2	TAF2
486	TAF4	TAF4
486	TAF6	TAF6
486	TAF8	TAF8
486	TAF8	TAF8
486	TAF8	TAF8
486	TALDO1	TALDO1
486	TALDO1	TALDO1
486	TANC2	TANC2
486	TANGO2	TANGO2
486	TANGO2	TANGO2
486	TANGO2	TANGO2
486	TANGO2	TANGO2
486	TAOK1	TAOK1
486	TAOK1	TAOK1
486	TAPT1	TAPT1
486	TAPT1	TAPT1
486	TARS	TARS
486	TARS2	TARS2
486	TASP1	TASP1
486	TASP1	TASP1
486	TAT	TAT
486	TAT	TAT
486	TAT	TAT
486	TAZ	TAZ
486	TAZ	TAZ
486	TAZ	TAZ
486	TBC1D20	TBC1D20
486	TBC1D20	TBC1D20
486	TBC1D23	TBC1D23
486	TBC1D23	TBC1D23
486	TBC1D24	TBC1D24
486	TBC1D24	TBC1D24
486	TBC1D24	TBC1D24
486	TBC1D24	TBC1D24
486	TBC1D2B	TBC1D2B
486	TBC1D2B	TBC1D2B
486	TBC1D2B	TBC1D2B
486	TBC1D32	TBC1D32
486	TBC1D32	TBC1D32
486	TBCD	TBCD
486	TBCD	TBCD
486	TBCD	TBCD
486	TBCE	TBCE
486	TBCE	TBCE
486	TBCE	TBCE
486	TBCK	TBCK
486	TBCK	TBCK
486	TBCK	TBCK
486	TBL1XR1	TBL1XR1
486	TBL1XR1	TBL1XR1
486	TBL1XR1	TBL1XR1
486	TBR1	TBR1
486	TBR1	TBR1
486	TBX1	TBX1
486	TBX1	TBX1
486	TBX15	TBX15
486	TBX15	TBX15
486	TBX18	TBX18
486	TBX18	TBX18
486	TBX20	TBX20
486	TBX22	TBX22
486	TBX22	TBX22
486	TBX3	TBX3
486	TBX3	TBX3
486	TBX3	TBX3
486	TBX4	TBX4
486	TBX4	TBX4
486	TBX4	TBX4
486	TBX5	TBX5
486	TBX5	TBX5
486	TBX5	TBX5
486	TBX6	TBX6
486	TBXAS1	TBXAS1
486	TBXAS1	TBXAS1
486	TCEAL1	TCEAL1
486	TCEAL1	TCEAL1
486	TCF12	TCF12
486	TCF20	TCF20
486	TCF20	TCF20
486	TCF4	TCF4
486	TCF4	TCF4
486	TCF4	TCF4
486	TCF7L2	TCF7L2
486	TCF7L2	TCF7L2
486	TCIRG1	TCIRG1
486	TCN2	TCN2
486	TCN2	TCN2
486	TCN2	TCN2
486	TCOF1	TCOF1
486	TCOF1	TCOF1
486	TCOF1	TCOF1
486	TCTEX1D2	TCTEX1D2
486	TCTEX1D2	TCTEX1D2
486	TCTN1	TCTN1
486	TCTN1	TCTN1
486	TCTN1	TCTN1
486	TCTN1	TCTN1
486	TCTN2	TCTN2
486	TCTN2	TCTN2
486	TCTN2	TCTN2
486	TCTN2	TCTN2
486	TCTN2	TCTN2
486	TCTN2	TCTN2
486	TCTN3	TCTN3
486	TCTN3	TCTN3
486	TCTN3	TCTN3
486	TCTN3	TCTN3
486	TCTN3	TCTN3
486	TCTN3	TCTN3
486	TCTN3	TCTN3
486	TDP2	TDP2
486	TDP2	TDP2
486	TDP2	TDP2
486	TDRD7	TDRD7
486	TECPR2	TECPR2
486	TECPR2	TECPR2
486	TECTA	TECTA
486	TEFM	TEFM
486	TEK	TEK
486	TELO2	TELO2
486	TELO2	TELO2
486	TELO2	TELO2
486	TENM3	TENM3
486	TERC	TERC
486	TERT	TERT
486	TERT	TERT
486	TET3	TET3
486	TET3	TET3
486	TFAM	TFAM
486	TFAP2A	TFAP2A
486	TFAP2A	TFAP2A
486	TFAP2B	TFAP2B
486	TFAP2B	TFAP2B
486	TFE3	TFE3
486	TFE3	TFE3
486	TFE3	TFE3
486	TFR2	TFR2
486	TGDS	TGDS
486	TGDS	TGDS
486	TGDS	TGDS
486	TGFB1	TGFB1
486	TGFB1	TGFB1
486	TGFB2	TGFB2
486	TGFB2	TGFB2
486	TGFB3	TGFB3
486	TGFB3	TGFB3
486	TGFBR1	TGFBR1
486	TGFBR1	TGFBR1
486	TGFBR2	TGFBR2
486	TGFBR2	TGFBR2
486	TGFBR2	TGFBR2
486	TGIF1	TGIF1
486	TGIF1	TGIF1
486	TH	TH
486	TH	TH
486	TH	TH
486	THAP1	THAP1
486	THOC2	THOC2
486	THOC2	THOC2
486	THOC6	THOC6
486	THOC6	THOC6
486	THRA	THRA
486	THRA	THRA
486	THUMPD1	THUMPD1
486	THUMPD1	THUMPD1
486	TIAM1	TIAM1
486	TIAM1	TIAM1
